목록키,목록유형,목록명,파일데이터명,분류체계,제공기관코드,제공기관,관리 부서명,관리부서 전화번호,보유근거,수집방법,업데이트 주기,차기 등록 예정일,매체유형,전체행,확장자(데이터포맷),키워드,다운로드_활용신청건수,등록일,수정일,데이터 한계,제공형태,설명,기타 유의사항,공간범위,시간범위,비용부과유무,비용부과기준 및 단위,이용허락범위,API 유형,신청가능 트래픽,심의 유형,조회수,목록 URL,국가중점여부,표준데이터여부
15010937,FILE,전북특별자치도_농작물 병해충 발생 정보,전북특별자치도_농작물 병해충 발생 정보_20240111,농축수산 - 임업·산촌,6540000,전북특별자치도,디지털산업과,`0632803958,-,-,수시,-,텍스트,1,hwpx,"병해충,농업,농작물,벼멸구,고추역병,탄저병,과수 화상병,예찰정보",2892,2016-08-08,2025-08-12,-,기관자체에서 다운로드(제공데이터URL기재),"「전북특별자치도 농작물 병해충 예찰·방제단 구성 및 운영 조례」 제5조에 따라 제공되는 데이터는 농작물의 안정적인 생산을 위해 필수적인 정보로 구성됩니다. 주요 내용은 농작물 병해충 발생정보와 주요 병해충 예찰 정보입니다.<br/><br/>먼저, 농작물 병해충 발생정보는 특정 병해충이 언제, 어느 지역에서, 얼마나 발생했는지에 대한 최신 데이터를 포함합니다. 이를 통해 농가는 피해 확산을 막기 위한 신속한 조치를 취할 수 있습니다. 다음으로 주요 병해충 예찰 정보는 기상 조건이나 생육 단계를 분석해 병해충 발생 가능성을 예측하는 데이터입니다. 이 정보는 농가에서 선제적인 방제를 계획하고 실행하는 데 도움을 줍니다. 이러한 데이터는 농작물 피해를 최소화하고 농가 소득을 안정적으로 유지하는 데 중요한 역할을 합니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4237,https://www.data.go.kr/data/15010937/fileData.do,N,N
15010942,FILE,광주광역시 동구_의료기관 현황,광주광역시 동구_의료기관 현황_20240918,보건의료 - 보건의료,3590000,광주광역시 동구,홍보미디어실,`0626082235,-,-,연간,2025-09-19,텍스트,240,csv,"의료,병원,의원",3561,2015-10-16,2024-09-19,-,공공데이터포털에서 다운로드(원문파일등록),"지역 주민들의 편리한 의료기관 이용과 건강을 증진하고자 광주광역시 동구에 위치한 각종 의료기관  정보(의료기관명, 의료기관종류, 의료기관 주소)를 제공하고자 합니다.",공란값은 데이터 미보유 항목입니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4648,https://www.data.go.kr/data/15010942/fileData.do,N,N
15010943,FILE,광주광역시 동구 노인복지시설현황,광주광역시 동구 노인복지시설현황_20240516,사회복지 - 사회복지일반,3590000,광주광역시 동구,홍보미디어실,`0626082235,-,-,연간,2025-05-17,텍스트,171,csv,"노인,복지,노인복지,시설 종류,시설 구분,행정동,도로명,주소",1927,2015-10-16,2025-11-26,-,공공데이터포털에서 다운로드(원문파일등록),"광주광역시 동구에 위치한 노인복지시설에 관한 정보는 지역 어르신들의 복지 서비스 제공 현황을 파악하기 위해 정리된 자료로, 각 시설이 어떤 유형에 속하며 어디에 위치해 있는지를 쉽게 확인할 수 있도록 구성되어 있습니다. 이 데이터는 고령화가 빠르게 진행되는 지역 사회에서 복지 정책을 수립하고, 어르신들이 필요한 서비스를 적절하게 이용할 수 있도록 돕는 데 중요한 역할을 합니다.<br/><br/>데이터에는 우선 노인복지시설 종류가 포함되어 있어 시설이 요양시설인지, 주간보호센터인지, 노인여가복지시설인지 등 제공 서비스의 성격을 구분할 수 있습니다. 이어서 노인복지시설 구분 항목을 통해 공립·민간 운영 여부처럼 시설의 관리 주체나 운영 형태를 확인할 수 있습니다.<br/><br/>시설이 위치한 행정구역은 행정동으로 표기되어 각각의 시설이 어느 동에 자리하고 있는지를 보여주며, 이는 지역별 복지시설 분포나 서비스 접근성을 분석할 때 유용한 정보입니다. 또한 시설 도로명주소는 해당 시설의 정확한 위치를 알려 주어, 어르신 또는 보호자가 시설을 방문하거나 이용을 문의할 때 실질적인 안내 역할을 합니다.<br/><br/>이와 같은 노인복지시설 정보는 동구 내 어르신 복지 인프라를 한눈에 파악할 수 있게 해 주며, 지역 복지 행정의 기초 자료로 활용되어 어르신들의 생활 안정과 복지 향상을 지원하는 데 중요한 기반이 됩니다.",공란값은 데이터 미보유 항목입니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,5035,https://www.data.go.kr/data/15010943/fileData.do,N,N
15010953,FILE,농림축산식품부 국립종자원_수입적응성시험현황,농림축산식품부 국립종자원_수입적응성시험현황_20241231,농축수산 - 임업·산촌,1543319,농림축산식품부 국립종자원,품종보호과,`0549120202,종자산업법,내부통계,연간,2026-07-20,텍스트,2408,csv,"수입적응성,적응성시험,수입판매신고",1158,2020-09-14,2025-08-11,2024년말 기준자료,공공데이터포털에서 다운로드(원문파일등록),수입적응성 시험(종자산업법에 국내에 처음 수입되는 식물 품종인 경우 수입적응성 시험을 통과해야만 수입할 수 있도록 되어있음)신청 및 운영시험 결과<br/> * 참고사항: '등재신청인'의 공란은 과거 자료로 인하여 최초 데이터 등록(`19년말 기준) 및 현재는 확인이 불가한 항목이기 때문임,신청인란의 기수입은 기존에 수입된 품종이어서 신청인을 특정할 수 없음,대한민국,~2024년 12월,무료,건 ,이용허락범위 제한 없음,-,-,-,3233,https://www.data.go.kr/data/15010953/fileData.do,N,N
15010956,FILE,농림축산식품부 국립종자원_품종보호담당기관별소관식물,농림축산식품부 국립종자원_품종보호담당기관별소관식물_20241231,농축수산 - 임업·산촌,1543319,농림축산식품부 국립종자원,품종보호과,`0549120202,식물신품종보호법,내부통계,연간,2026-07-20,텍스트,2316,csv,"품종보호,담당기관,출원심사,품종등록,국립종자원,국립산림품종관리센터,수산식물품종관리센터",1039,2020-09-11,2025-06-20,-,공공데이터포털에서 다운로드(원문파일등록),"식물 신품종 육성자의 권리를 부여하기 위하여 품종보호제도를 운영하고 있으며, 신품종을 출원한 품종에 대한 서류심사, 재배심사, 종합심사 등을 거쳐 신품종을 등록하고 있다.<br/>품종보호기관(국립종자원, 국립산림품종관리센터, 국립수산과학원수신식물품종관리센터)별 품종보호 담당식물에 대한 목록자료이다.<br/>해당 자료는 2024년 12월기준 우리나라 품종보호기관 3개 기관에서 담당하는 식물에 대하여 정리하여 신품종을 출원하기 위한 육성자에게 유용한 자료이다.<br/>현재 유통되고 있는 작물이 대부분 포함되어 있으나, 해외에서 유입되는 작물 등 신규 작물에 대한 정보는 없을 수 있다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2924,https://www.data.go.kr/data/15010956/fileData.do,N,N
15010963,FILE,경상북도 의성군_상수도수질검사,경상북도 의성군_상수도수질검사_20210630,환경기상 - 상하수도·수질,5150000,경상북도 의성군,기획예산과,`0548306501,-,-,수시,-,텍스트,3,csv,"먹는물,물 채취,정수장,채수,검사기관,행정정보",629,2019-07-31,2025-07-24,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 경상북도 의성군에서 제공하는 '상수도수질검사'에 관한 공공데이터입니다. 주요 항목으로는 정수장명, 관리기관명, 시도명, 시군구명, 관리기관전화번호 등이 포함되어 있으며, 이를 통해 상수도수질검사에 대한 세부 정보를 확인할 수 있습니다. 해당 데이터는 정책 수립, 통계 분석, 민원 대응, 연구 및 공공서비스 개선 등을 위한 기초 자료로 활용 가능합니다..  또한 주민과 유관기관의 이해를 돕기 위해 항목별로  되어 있읍니다. 이 데이터를 통해 공공의 알권리를 보장하고, 행정의 투명성과 효율성을 높이는 데 기여할 수 있습니다. 이 데이터는 공공의 이해와 활용을 돕는 데 목적이 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2601,https://www.data.go.kr/data/15010963/fileData.do,N,N
15010969,FILE,경상북도 의성군_어린이집 현황,경상북도 의성군_어린이집 현황_20210731,사회복지 - 보육·가족및여성,5150000,경상북도 의성군,기획예산과,`0548306501,-,-,수시,-,텍스트,14,csv,"어린이집,보육실,놀이터,행정정보,사회복지",717,2019-07-31,2025-07-24,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 경상북도 의성군에서 제공하는 '어린이집 현황'에 관한 공공데이터입니다. 주요 항목으로는 시도명, 시군구명, 어린이집코드, 어린이집명, 어린이집유형구분 등이 포함되어 있으며, 이를 통해 어린이집 현황에 대한 세부 정보를 확인할 수 있습니다. 해당 데이터는 행정업무 지원, 정책 수립, 통계 분석, 민원 대응, 연구 및 공공서비스 개선 등을 위한 기초 자료로 활용 가능합니다.  또한 주민과 유관기관의 이해를 돕기 위해 항목별로  되어 있읍니다. 이 데이터를 통해 공공의 알권리를 보장하고, 행정의 투명성과 효율성을 높이는 데 기여할 수 있습니다. 이 데이터는 공공의 이해와 활용을 돕는 데 목적이 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3136,https://www.data.go.kr/data/15010969/fileData.do,N,N
15010973,FILE,전북특별자치도_샘물 개발 허가 업체 현황,전북특별자치도_샘물 개발 허가 업체 현황_20201023,공공행정 - 일반행정,6540000,전북특별자치도,디지털산업과,`0632803958,-,-,수시,-,텍스트,5,csv,"개발,환경,물,업체,현황,지하수",935,2015-10-22,2025-08-06,-,공공데이터포털에서 다운로드(원문파일등록),"이 데이터는 전북특별자치도 내에서 샘물 개발 허가를 받은 업체들의 현황을 정리한 자료로, 2020년 10월 23일 기준으로 최신화된 정보를 담고 있습니다. 항목에는 허가번호, 업체명, 대표자명, 소재지, 최초 허가일과 연장 허가일, 취수공 수, 허가된 취수량, 그리고 해당 업체의 생산 제품 및 연락처 정보가 포함되어 있습니다. 먹는샘물 제조뿐만 아니라 주류 및 음료용 기타샘물을 취수하는 업체까지 포함되어 있어 다양한 용도의 샘물 활용 현황을 확인할 수 있습니다. 특히 취수공 수와 취수량을 통해 각 업체의 수자원 이용 규모를 가늠할 수 있어 지역 내 수자원 관리 정책 수립, 환경영향평가, 상수원 보호구역 계획 등에 활용될 수 있습니다. 또한 기업 투자 및 수질 관련 연구 등 다양한 산업적·행정적 목적에도 유용한 기초자료로 쓰일 수 있습니다.",취수량 단위는 ㎥/일 을 사용함.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2852,https://www.data.go.kr/data/15010973/fileData.do,N,N
15010975,FILE,전북특별자치도_수산물 가공업 현황,전북특별자치도_수산물 가공업 현황_20161231,농축수산 - 해양수산·어촌,6540000,전북특별자치도,디지털산업과,`0632803958,-,-,수시,-,텍스트,5,csv,"수산가공업,식품제조업,수산식품,젓갈,건어물,김가공,수산물유통,식품산업",1175,2018-04-02,2025-08-18,-,공공데이터포털에서 다운로드(원문파일등록),"전북특별자치도 내 수산물 가공업체의 현황을 업종별로 정리한 연도별 통계 데이터입니다. 이 자료는 냉동·냉장업, 절임식품, 마른김, 어육연제품, 건포류, 조미가공 등 다양한 수산물 가공 분야별로 등록된 업체의 수를 연도별로 보여줍니다. 이 데이터는 지역 내 수산 가공 산업의 구조와 규모, 그리고 시간의 흐름에 따른 변화를 파악하는 데 유용한 지표입니다. 해양수산 정책 담당 부서나 관련 산업 협회에서는 이를 통해 특정 가공 분야의 성장 또는 위축 현황을 분석하고, 효과적인 산업 지원 정책을 수립하는 데 중요한 기초 자료로 활용할 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3291,https://www.data.go.kr/data/15010975/fileData.do,N,N
15010980,FILE,전북특별자치도_식품전략기업 고용매출 현황,전북특별자치도_식품전략기업 고용매출 현황_20141231,산업고용 - 산업·중소기업일반,6540000,전북특별자치도,디지털산업과,`0632803958,-,-,수시,-,텍스트,55,csv,"경제분석,고용매출,식품전략기업,기업현황,매출정보,고용통계,향토기업",900,2019-09-24,2025-08-13,-,공공데이터포털에서 다운로드(원문파일등록),"전북특별자치도가 지역 경제 활성화를 위해 전략적으로 육성하는 식품 기업들의 핵심 경영 지표를 정리한 데이터입니다. 이 자료는 각 기업의 2013년 대비 2014년 매출액과 고용 인원의 변화를 상세히 보여주며, 이를 바탕으로 계산된 매출 성장률과 고용 성장률 정보를 포함하고 있습니다. 이 데이터는 지역 내 우수 식품 기업들의 성장성과 경제 기여도를 객관적으로 파악하는 데 유용합니다. 정책 입안자나 투자자는 이를 통해 성장 잠재력이 높은 기업을 식별하고 효과적인 지원 정책을 수립할 수 있으며, 구직자에게는 안정적이고 발전 가능성 있는 일자리를 찾는 데 중요한 참고 자료가 될 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2240,https://www.data.go.kr/data/15010980/fileData.do,N,N
15010987,FILE,한국산업은행_기술거래 현황,한국산업은행_기술거래 현황_20251127,재정금융 - 재정·금융,B190030,한국산업은행,디지털전략부,`027874559,-,-,반기,2026-06-08,텍스트,1469,csv,"기술 거래,판매기술,구매기술,기술 상품화,기술 응용 분야,기술 분야",3735,2015-10-16,2025-12-08,-,공공데이터포털에서 다운로드(원문파일등록),"기술 도입을 희망하는 기업을 대상으로, 우수한 기술을 보유한 연구기관, 대학, 그리고 기술혁신형 기업 등의 기술을 발굴·연계하여 중개함으로써, 기업이 자체적으로 기술을 개발하는 데 소요되는 시간과 비용을 절감하고, 신제품을 보다 신속하게 시장에 출시할 수 있도록 지원합니다. 이를 통해 기술경쟁력을 확보함은 물론, 시장 선점의 기회를 확대하고 연구개발의 리스크를 최소화하며, 기업의 혁신역량 강화와 지속가능한 성장을 도모할 수 있는 기반을 마련합니다. 기술별 기술 거래 형태, 상품화 단계 등을 구분할 수 있습니다.",데이터 미집계 또는 개인정보 포함,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4496,https://www.data.go.kr/data/15010987/fileData.do,N,N
15010992,FILE,전북특별자치도_제조업체 현황,전북특별자치도_제조업체 현황_20211231,산업고용 - 산업·중소기업일반,6540000,전북특별자치도,디지털산업과,`0632803958,-,-,수시,-,텍스트,8723,csv,"제조업,생산품,업체,사업체현황,산업통계,지역경제,기업현황,제조업통계",26984,2017-04-19,2025-08-31,-,공공데이터포털에서 다운로드(원문파일등록),"이 데이터는 전라북특별자치도 전주 지역에 위치한 제조업체의 현황을 정리한 표로, 각 업체의 사업체명, 대표자 성명, 본사 소재지, 주생산품, 주소 등의 정보를 포함하고 있습니다. 전통식품(고추장, 된장, 간장 등) 제조업체뿐만 아니라 금속제창, 인조손톱, 신재생에너지, 주방가구 등 다양한 업종이 포함되어 있어 지역 내 제조업의 산업 분포와 특성을 파악하는 데 활용될 수 있습니다. 특히 식품제조, 뷰티, 전자, 에너지 등 분야별 현황을 파악하거나 산업 정책 수립, 기업 지원 전략 수립 시 기초자료로 유용하게 사용될 수 있습니다.",빈칸은 미확인 데이터,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,16166,https://www.data.go.kr/data/15010992/fileData.do,N,N
15011002,FILE,경기도_축산물 미생물 검사 결과 현황,경기도_축산물 미생물 검사 결과 현황_20260107,식품건강 - 식품의약안전,6410000,경기도,AI미래행정과,`03180083978,-,-,분기,2026-04-09,텍스트,6241,csv,"우제류,가금류,도축장,축산물안전,세균오염,위생관리",234,2018-10-03,2026-01-09,-,기관자체에서 다운로드(제공데이터URL기재),"이 데이터는 경기도 내에서 생산되는 축산물에 대한 미생물 검사 결과를 집계한 자료로, 집계년도, 축종명(돼지, 소, 닭고기 등), 세균구분명(일반세균수, 대장균수), 검사년월, 세균 수치 범위(검사세균분포구분명), 검사결과수(건) 항목으로 구성되어 있습니다. 본 데이터는 도축장과 유통 과정에서의 위생관리 실태를 분석하고, 원료 축산물 단계에서의 미생물 오염 발생 위험요인을 중점적으로 관리하기 위한 근거자료로 활용됩니다. 또한 세균 분포를 수치화하여 연도별, 축종별 오염 추이를 파악함으로써, 축산물의 안전성 확보, 식중독 예방, 축산업의 품질관리 개선을 위한 정책 수립에 기여할 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3691,https://www.data.go.kr/data/15011002/fileData.do,N,N
15011145,FILE,경기도_물놀이형 수경시설 관리실태 점검결과,경기도_물놀이형 수경시설 관리실태 점검결과_20251110,환경기상 - 상하수도·수질,6410000,경기도,AI미래행정과,`03180083978,-,-,연간,2026-11-18,텍스트,604,CSV,"물정보시스템,물놀이,검사결과,수경시설,위생관리,바닥분수",108,2018-10-04,2025-11-25,-,기관자체에서 다운로드(제공데이터URL기재),"이 데이터는 물놀이형 수경시설의 수질 및 위생 관리 실태를 점검한 결과를 정리한 자료로, 각 수경시설의 위치와 명칭, 점검일자, 점검기관, 수질 항목별 측정값(PH, 탁도, 대장균, 유리잔류염소) 및 점검결과(적합 여부)로 구성되어 있습니다. ‘PH(5.8~8.6)’, ‘탁도(4NTU 이하)’, ‘대장균(200개체수/100mL 미만)’, ‘유리잔류염소(0.4~4.0mg/L)’ 등은 관련 법적 수질 기준에 따른 항목이며, 수질 기준을 초과한 경우 ‘초과원인및조치사항’ 항목에 조치내용이 기록됩니다. 본 데이터는 어린이 공원이나 도심 내 물놀이 시설 이용자의 위생안전 확보를 위한 점검 목적의 자료로, 수질 안전성을 확보하고 적절한 관리 여부를 평가하는 데 활용됩니다.<br/>",-,-,-,무료,건 ,공공저작물 : 출처표시 (제 1유형),-,-,-,3223,https://www.data.go.kr/data/15011145/fileData.do,N,N
15011149,FILE,경기도_식품 안전보호 구역 정보 집계 현황,경기도_식품 안전보호 구역 정보 집계 현황_20241118,식품건강 - 식품의약안전,6410000,경기도,AI미래행정과,`03180083978,-,-,연간,2026-05-26,텍스트,1,CSV,"음식,관리,학교,학생보건,식품관리,학교급식",181,2018-10-08,2025-06-24,-,기관자체에서 다운로드(제공데이터URL기재),"이 데이터는 시군별로 학교급식 환경을 보호하고자 지정된 식품안전보호구역 관련 현황을 집계한 자료입니다. 주요 항목으로는 전체학교수, 지정학교수, 식품안전보호구역 수, 전담관리원 지정 수, 우수판매업소 수 등이 포함되며, 집계년월 단위로 관리됩니다. 이 정보는 학교 주변 식품위생 환경의 실태를 파악하고, 안전한 급식 환경 조성을 위한 정책 수립 및 이행을 지원하는 데 활용됩니다. 또한 우수판매업소 운영 실적과 관리원 지정 현황은 식품위생 수준 향상을 위한 기반 자료로 활용될 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2826,https://www.data.go.kr/data/15011149/fileData.do,N,N
15011153,FILE,함안지방공사 운영 소각시설 현황,함안지방공사 운영 소각시설 현황_20241231,환경기상 - 폐기물,B552560,함안지방공사,경영지원팀,`0555842100,-,-,연간,2026-03-31,텍스트,12,csv,"함안,소각,쓰레기",1565,2015-12-14,2025-04-01,-,공공데이터포털에서 다운로드(원문파일등록),"함안지방공사에서 운영하는 소각시설에서 발생한 폐기물  반입 현황으로 <br/>생활폐기물, 음식물폐기물, 하수슬러지의 월간 반입량 데이터",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3279,https://www.data.go.kr/data/15011153/fileData.do,Y,N
15011160,FILE,경기도_아동 공동생활 가정 현황,경기도_아동 공동생활 가정 현황_20250616,사회복지 - 취약계층지원,6410000,경기도,AI미래행정과,`03180083978,-,-,연간,2026-05-31,텍스트,155,CSV,"아동,공동생활,가정,아동보호,아동복지,보호시설",459,2019-09-20,2025-06-19,-,기관자체에서 다운로드(제공데이터URL기재),"이 데이터는 경기도 내 아동공동생활가정(그룹홈)의 운영 현황을 수록한 자료로, 시설명, 시군명, 복지시설 전화번호, 설치일자, 종사자 수, 수용 정원 및 현재원, 주소(지번 및 도로명), 위경도 좌표 등의 정보를 포함합니다. 아동공동생활가정은 보호가 필요한 아동들이 일반 가정과 유사한 환경에서 생활할 수 있도록 설립된 소규모 복지시설로, 본 데이터는 각 시설의 입지 현황과 수용 상황, 인력 구성 등을 확인할 수 있어 복지자원 배분, 아동복지 정책 수립, 지역 기반의 복지서비스 제공 전략 수립에 활용될 수 있습니다. <br/>*시설 전화번호가 개인 연락처(010) 인 경우 공란으로 제공됩니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,5204,https://www.data.go.kr/data/15011160/fileData.do,N,N
15011190,FILE,경기도_제설제사용량 현황,경기도_제설제사용량 현황_20250602,재난안전 - 안전관리,6410000,경기도,AI미래행정과,`03180083978,-,-,연간,2026-05-26,텍스트,1,CSV,"제설제,안전관리,겨울철안전,빙판,도로,제설작업",271,2018-10-24,2025-06-24,-,기관자체에서 다운로드(제공데이터URL기재),"이 데이터는 각 시군의 제설작업을 위한 제설제 사용 현황을 나타내며, 사용연월(사용기간)을 기준으로 염화칼슘, 소금, 친환경제설제, 모래의 사용량(단위: 톤 또는 ㎥)을 포함하고 있습니다. 데이터에는 시군명, 관련 부서명, 비고, 데이터 수집일자 항목이 포함되어 있어 지역별, 연도별 제설 자재 사용 추세를 분석할 수 있습니다. 이 데이터는 겨울철 도로 안전 확보 및 효율적인 제설 자원 배분 정책 수립에 활용될 수 있으며, 특히 친환경제설제 사용량 분석을 통해 환경 영향을 고려한 도로관리 방안을 검토하는 데 유용합니다.","공공데이터 제공 신청에 의해 사용량을 산출하여 제공하는 것으로, 다른 기간의 데이터가 필요한 경우 별도의 제공 신청 필요",-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3851,https://www.data.go.kr/data/15011190/fileData.do,N,N
15011215,FILE,한국산업기술기획평가원_지역균형발전 지원기관 정보,한국산업기술기획평가원_지역균형발전 지원기관 정보_20240709,국토관리 - 지역및도시,B555072,한국산업기술기획평가원,디지털전환실,`0427129213,-,국가균형발전종합정보시스템(NABIS),연간,2026-08-01,텍스트,1412,csv,"지역균형,균형발전,기관정보,지역기관,지역균형발전,지역발전,발전분야,지역 산업활성",4641,2020-04-09,2026-02-03,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 한국산업기술기획평가원이 정리한 지역균형발전 지원기관 목록으로, 지역 산업 활성화 및 관련 지원서비스에 연결될 수 있는 기관의 기본 정보를 CSV 형태로 제공합니다. 기관별로 기관명과 소재 지역이 제시되어 어느 권역에서 활동하는 조직인지 확인할 수 있고, 기관의 전문 지원 영역과 기관 유형(공공기관, 연구기관, 지원센터 등) 정보가 함께 수록되어 지원 주체의 성격을 구분하는 데 도움이 됩니다. 또한 홈페이지 주소, 전화번호, 주소 등 연락·방문에 필요한 정보가 포함되어 있어, 이용자가 기관을 찾은 뒤 바로 문의하거나 공식 안내 페이지를 확인할 수 있습니다. 주요업무 항목에는 기업지원, 기술이전, 인력양성, 정책연계 등 기관이 제공하는 지원 기능이 정리되어 있어, 특정 수요(예: 기술지원 상담, 교육 프로그램 탐색, 정책 연계 창구 확인)에 맞는 기관을 선별하는 데 활용할 수 있습니다. 이 자료는 지역 기업·단체가 적합한 지원기관을 빠르게 찾는 참고용 디렉터리로 사용할 수 있으며, 행정·정책 실무에서는 유관기관 연락망 구축, 협업 대상 정리, 지역별 지원기관 안내자료 제작 등 기관 정보의 체계적 관리에도 유용합니다.","공란 데이터 값 사유 : 데이터 미집계(홈페이지, 전화번호, 주요업무), 개인정보 포함(전화번호) 등",-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4525,https://www.data.go.kr/data/15011215/fileData.do,N,N
15011218,FILE,한국산업기술기획평가원_산업기술 연구개발 사업현황,한국산업기술기획평가원_산업기술 연구개발 사업현황_20250717,산업고용 - 산업기술지원,B555072,한국산업기술기획평가원,디지털전환실,`0427129213,-,-,연간,2026-09-30,텍스트,52,csv,"산업기술개발사업,RnD지원정보,사업예산규모,산업기술연구지원,산업기술연구개발정책,정부과제정보,산업기술기획,국책R&D",3150,2020-04-10,2026-02-03,-,공공데이터포털에서 다운로드(원문파일등록),"""본 데이터는 한국산업기술기획평가원(KEIT)이 추진하는 산업기술 연구개발 프로그램을 사업 단위로 정리한 현황 자료입니다. 각 항목에는 사업의 명칭과 추진 목적이 함께 제시되며, 지원하려는 기술·과업의 범위가 어떤 내용으로 구성되는지 서술형으로 확인하실 수 있습니다. 수행 주체 측면에서는 기업, 대학, 연구기관 등 신청 가능한 기관 유형과 적용 규정 근거가 포함되어 있어 참여 가능 여부를 검토하는 데 유용합니다. 더불어 과제당 규모, 개발기간 등 지원 조건 정보가 담겨 있어 공모 준비 단계에서 요구 사항을 사전에 점검할 수 있습니다.<br/>재정 규모는 신규·계속·합계로 구분된 금액이 억원 단위로 제공되므로, 사업 간 투자 비중을 비교하거나 연도별 예산 계획을 수립할 때 근거로 활용하기 좋습니다. 일정 정보 역시 공고, 접수, 평가, 협약 및 사업비 지급 단계별 시작·종료 날짜가 포함되어 있어, 공모 참여 일정 관리, 내부 결재 및 문서 준비, 평가 대응 계획, 협약 체결 이후 집행 로드맵 수립까지 한 번에 연결할 수 있습니다. 정책·기획 담당자는 다수 사업의 추진 시기를 조정하거나 지원 체계 변화를 점검하는 데 참고할 수 있고, 수행기관은 적합한 사업을 선별해 신청 전략을 세우는 자료로 활용하실 수 있습니다.""",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,8852,https://www.data.go.kr/data/15011218/fileData.do,N,N
15011255,FILE,경기도_동물장묘 허가업체 현황,경기도_동물장묘 허가업체 현황_20250807,보건의료 - 보건의료,6410000,경기도,AI미래행정과,`03180083978,-,-,반기,2026-02-07,텍스트,28,csv,"동물장묘,허가,동물장례식,장례업체,반려동물,반려동물장례",593,2020-03-13,2025-08-18,-,기관자체에서 다운로드(제공데이터URL기재),"이 데이터는 동물장묘시설에 대한 허가를 받은 업체의 현황을 나타내며, 시군명, 사업장명, 전화번호, 주소(지번 및 도로명), 우편번호, WGS84 좌표(위도 및 경도) 항목으로 구성되어 있습니다. 반려동물의 사후 처리를 위한 장례 서비스를 제공하는 사업장들의 위치 및 기본 정보가 포함되어 있으며, 지도기반 위치 확인 및 공간분석이 가능한 좌표 정보도 함께 제공됩니다. 이 데이터는 반려동물 보호정책 수립, 관련 산업 분석, 시민 편의를 위한 업체 정보 제공 등에 활용될 수 있습니다. 또한, 장묘업체의 허가 상태를 파악하여 합법적 운영 여부를 확인하는 데에도 유용합니다.",-,-,-,무료,건 ,"공공저작물 : 출처표시, 변경금지 (제 3유형)",-,-,-,4554,https://www.data.go.kr/data/15011255/fileData.do,N,N
15011282,FILE,경기도_공공폐수 처리시설 현황,경기도_공공폐수 처리시설 현황_20230705,환경기상 - 폐기물,6410000,경기도,AI미래행정과,`03180083978,-,-,수시,-,텍스트,1,CSV,"슬러지,쓰레기,하수,환경기반시설,오수,폐수",437,2018-10-03,2025-08-19,-,기관자체에서 다운로드(제공데이터URL기재),"이 데이터는 경기도 내 산업단지에서 발생하는 폐수를 처리하는 공공폐수처리시설의 운영 현황을 정리한 자료로, 각 시설의 용량과 평균유입량 및 위치 정보 등을 포함하고 있습니다. 주요 항목으로는 시군명, 산업단지명, 시설용량, 평균 유입량, 유입율, 준공일, 소재지 주소(지번 및 도로명), 우편번호, 위도 및 경도 좌표(WGS84 기준) 등이 있으며, 이를 통해 지역별 폐수처리 인프라 규모 및 처리효율을 파악할 수 있습니다. 이 데이터는 환경정책 수립, 산업단지 환경영향평가, 폐수처리 용량 확보 및 개선 계획 수립 등에 활용 가능하며, 폐수 배출 규제와 연계한 공공환경관리 기반 자료로도 중요하게 사용됩니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,12402,https://www.data.go.kr/data/15011282/fileData.do,N,N
